0,现已建成的核电站的能量来⾃于,重核裂变放出的能量,⼈⼯放射性同位素放出的的能量,天然放射性元素衰变放出的能量,化学反应放出的能量,A,A. 重核裂变放出的能量
65,两个相同的单摆静⽌于平衡位置，使摆球分别以⽔平初速V1、V2 （ V1>V2）在竖直平⾯内做⼩⻆度摆动，它们的频率与振幅分别为f1，f2和A1，A2，则 ,f1>f2， A1=A2,f1<f2， A1=A2,f1=f2， A1>A2,f1=f2， A1<A2,C,A. f1>f2， A1=A2
66,⻢拉⻋由静⽌开始做直线运动，先加速运动，中间匀速运动⼀段时间，然后减速⾄停⽌。下列说法正确的是,加速运动时，⻢向前拉⻋的⼒⼤于⻋向后拉⻢的⼒,只有匀速运动时，⻢向前拉⻋与⻋向后拉⻢的⼒⼤⼩相等,加速运动时，⻢向前拉⻋的⼒⼩于⻋向后拉⻢的⼒,在整个运动过程中，⻢向前拉⻋与⻋向后拉⻢的⼒⼤⼩始终相等,D,分析每个选项的正确性：A选项：加速运动时，⻢向前拉⻋的⼒��大于⻋向后拉⻋的⼒，这个说法是正确的。B选项：只有匀速运动时，⻢向前拉⻋与⻋向后拉⻥的⼒大意相等，这个说法是错误的。C选项：加速运动时，⻢向前拉⻋的⼒小于⻋向后拉⻥的⼒，这个说法是正确的。D选项：在整个运动过程中，⻢向前拉⻋与⻋向后拉⻥的⼒大小始终相等，这个说法是错误的。综上所述，正确答案是A、C。
67,⽕⻋轨道在转弯处外轨⾼于内轨，其⾼度差由转弯半径与⽕⻋速度确定。若在某转弯处规定⾏驶的速度为v，则下列说法中正确的是：A 当以v的速度通过此弯路时，⽕⻋重⼒与轨道⾯⽀持⼒的合⼒提供向⼼⼒ B 当以v的速度通过此弯路时，⽕⻋重⼒、轨道⾯⽀持⼒和外轨对轮缘弹⼒的合⼒提供向⼼⼒ C 当速度⼤于v时，轮缘挤压外轨 D 当速度⼩于v时，轮缘挤压外轨,BC,BD,AC,AD,C,B
68,真空中有两个距离保持不变的点电荷，若将它们各⾃的电量都增⼤到原来的3倍，则两电荷之间相互作⽤的静电⼒将增⼤到原来的,3倍,9倍,6倍,1倍,B,A. 3倍
69,下列说法符合实际的是,在⼈造卫星上对地球进⾏拍摄是利⽤紫外线有较好的分辨能⼒,在⼈造卫星上对地球进⾏拍摄是利⽤红外线有较好的穿透云雾烟尘的能⼒,医院⾥常⽤红外线对病房和⼿术室消毒,医院⾥常⽤X射线对病房和⼿术室消毒,B,B. 在人造卫星上对地球进行拍摄是利用红外线有较好的穿透云雾烟尘的能力。
70,物体作初速度为零的匀加速直线运动，下列说法中正确的是,在任意两个连续相等时间内的速度都相等,在任意两个连续相等时间内的位移都相等,第1s内、第2s内、第3s内的位移之⽐是1：3：5,前1s、前2s、前3s的位移之⽐是1：3：5,C,题目：物体作初速度为零的匀加速直线运动，下列说法中正确的是A. 在任意两个连续相等时间内的速度都相等B. 在任意两个连续相等时间内的位移都相等C. 第1s内、第2s内、第3s内的位移之⽐是1：3：5D. 前1s、前2s、前3s的位移之⽐是1：3：5答案是：C. 第1s内、第2s内、第3s内的位移之⽐是1：3：5
71,做加速直线运动的物体，依次通过A、B、C三点，时间t_AB=3t_BC，已知该物体在AB段的平均速度⼤ ⼩为2m/s，在BC段的平均速度⼤⼩为4m/s，那么，物体在AC段的平均速度⼤⼩为,2.5m/s,3m/s,3.33m/s,3.5m/s,A,首先，根据题意，设AC段的时间为t_AC，AB段与BC段的时间之比为3:1，则有t_AB:t_BC:t_AC=3:1:1。根据平均速度的定义，AB段的平均速度为v_AB = (AB段的位移)/(AB段的时间)，BC段的平均速度为v_BC = (BC段的位移)/(BC段的时间)。由于物体做加速直线运动，所以AB段与BC段的加速度均大于0。由运动学知识，加速度ae = △v/△t，所以AB段与BC段的平均加速度之比为1:2，即a_AB:a_BC = 1:2。根据v = at，所以AB段与BC段的平均速度之比为1:2，即v_AB:v_BC = 1:2。综上，物体在AC段的平均速度为：v_AC = v_AB + AC段的加速度 × AC段的时间 / BC段的时间v_AC = 2 + 2 × t_AC / (t_AB + t_BC)将题目中的数据代入，得：v_AC = 2 + 2 × (3t_AB / (t_AB + t_BC))v_AC = 2 + 2 × 1/2 × (3 × 2 / (3 + 1))v_AC = 2 + 1 × 2v_AC = 3.33 m/s所以，物体在AC段的平均速度为3.33 m/s，答案为C。
72,根据⽜顿运动定律，下列表述正确的是,外⼒停⽌作⽤后，物体由于惯性会停⽌,⼒是改变物体运动状态的原因,物体做匀速直线运动时，所受合外⼒不为零,⼒是维持物体运动的原因,B,B. ⼒是改变物体运动状态的原因C. 物体做匀速直线运动时，所受合外⼒不为零D. ⼒是维持物体运动的原因
73,“⻛云”⼆号卫星发送回地⾯的红外云图是由卫星上设置的可以接收云层辐射的红外线的感应器完成的，云图上的⿊⽩程度是由辐射红外线的云层的温度⾼低决定的，这是利⽤了红外线的,热效应,化学效应,穿透性,可⻅性,A,A. 热效应。
74,敦煌曲⼦词中有这样的诗句：“满眼⻛波多闪烁，看⼭恰似⾛来迎，仔细看⼭⼭不动，是船⾏”。其中“看⼭恰似⾛来迎”和“是船⾏”所选的参考系分别是,河岸和流⽔,地⾯和⼭,船和⼭,⼭和船,C,A. 河岸和流水。参考系的选取决定了我们观察物理现象的角度和方式。在这个题目中，“看山恰似行来迎”和“是船行”选择的参考系分别是河岸和河水，这样才能解释山看起来像是行来迎接船，而船在河水中行进的原因。
75,下列说法中正确的是,⼦弹以速度v从枪⼝射出，v是指平均速度,平均速率即为平均速度的⼤⼩,瞬时速率是指瞬时速度的⼤⼩,⽕⻋以速度v经过某⼀段路，v是指瞬时速度,C,C. 瞬时速率是指瞬时速度的为大⼩。
76,⽔平桌⾯上⼀重200⽜的物体，与桌⾯间的滑动摩擦系数为0.2，当依次⽤15N，30N，80N的⽔平拉⼒拉此物体时，物体受到的摩擦⼒依次为：（设最⼤静摩擦⼒等于滑动摩擦 ）,0N， 15N，15N；,15N，40N，40N,15N，30N，40N；,0N， 20N，40N；,C,C. 15N，30N，40N。解题过程如下：首先，我们了解到最大静摩擦力与滑动摩擦力之间的关系，即当物体处于静止状态时，受到的摩擦力与施加的垂直力大小相等，即F_max = μN。当施加的力小于最大静摩擦力时，物体处于静止状态，受到的摩擦力为F_friction = F_max = μN = 15N。当施加的力大于最大静摩擦力时，物体开始滑动，受到的摩擦力与施加的力相等，即F_friction = F = 30N。所以，当施加30N的力时，物体处于平衡状态，受到的摩擦力为30N，而施加的力与摩擦力相等，也是30N。当施加的力大于等于80N时，物体完全滑动，受到的摩擦力为滑动摩擦力，即40N。
77,声波能绕过某⼀建筑物传播⽽光波却不能绕过该建筑物，这是因为,声波波⻓较⻓，光波波⻓很短,声波波速较⼩，光波波速很⼤,声波振幅⼤，光波振幅⼩,声波是纵波，光波是横波,A,B. 声波波速较⼩，光波波速很⼤
78,下⾯四种情况中，能在空⽓和⽔的界⾯上发⽣全反射的是,光从空⽓射向⽔，⼊射⻆⼩于临界⻆,光从⽔射向空⽓，⼊射⻆⼤于临界⻆,光从空⽓射向⽔，⼊射⻆⼤于临界⻆,光从⽔射向空⽓，⼊射⻆⼩于临界⻆,B,A. 光从空⽓射向⽔，入射角小于临界角。
79,在伦敦奥运会上，我国选⼿陈⼀冰在吊环⽐赛中以完美的表现却意外只摘得银牌，但他的⼤度赢得了所有⼈的尊重，成为⼤家⼼⽬中的冠军。⽐赛中他先双⼿撑住吊环，然后身体下移，双臂缓慢张开，此时连接吊环的绳索与竖直⽅向的夹⻆为a。已知他的体重为G，吊环和绳索的重⼒不计。则每条绳索的张⼒为,Gcos(a)/2,G/2cos(a),G/2sin(a),Gsin(a)/2,B,B. G/2cos(a)
80,⼩王参加劳动，需要把⼀批相同的物品搬上七楼，每次搬的物品都相同。第⼀次搬上楼⽤了3分钟，克服重⼒做功w1，功率p1；第⼆次搬上楼⽤了2分钟，克服重⼒做功w2，功率p2 ，⽐较两次上楼克服重⼒做功⼤⼩、功率⼤⼩，正确的是,w1<w2,p1>p2,p1<p2,w1>w2,C,D. w1>w2
81,分⼦间的相互作⽤⼒由引⼒与斥⼒共同产⽣，并随着分⼦间距的变化⽽变化，则,分⼦间相互作⽤⼒随分⼦间距的减⼩⽽增⼤,分⼦间相互作⽤⼒随分⼦间距的增⼤⽽增⼤,分⼦间斥⼒随分⼦间距的减⼩⽽增⼤,分⼦间引⼒随分⼦间距的增⼤⽽增⼤,C,首先分析选项A，分⼦间相互作 用⼒随分⼦间距的减⼩⽽增大自然是正确的。分析选项B，分⼦间相互作 用⼒随分⼦间距的增大脑外层电荷减少，库仑力减小，这个选项是错误的。分析选项C，分⼦间斥⼒随分⼦间距的减⼩⽽增大脑外层电荷减少，斥⼒减小，这个选项是错误的。分析选项D，分⼦间引⼒随分⼦间距的增大脑外层电荷增加，引力增大，这个选项是错误的。综上所述，正确答案是A。
82,教练员分析运动员百⽶赛跑的全程录象带，测得运动员在第1s内的位移是8m，前7s跑了63m，跑到终点共⽤了10s，则,运动员在百⽶终点冲刺速度为10m/s,运动员在全程内的平均速度是10m/s,运动员在第7s末的瞬时速度是9m/s,运动员在第1s末的瞬时速度是8m/s,B,C. 运动员在第7s末的瞬时速度是9m/s
83,我们知道：多数汽油机是由吸⽓、压缩、做功、排⽓四个冲程的不断循环来连续⼯作的。关于压缩冲程的作⽤，下列说法正确的是,将废⽓排出缸外,完成对外做功,压缩燃料和空⽓的混合物,吸进汽油和空⽓的混合物,C,C. 压缩燃料和空气的混合物。
84,观察者站在铁道旁，⼀辆以某⼀速度运动的⽕⻋向观察者迎⾯驶来，同时发出汽笛声，下⾯判断中正确的是,传向观察者的声波的速度越来越⼤,观察者感觉汽笛声的频率越来越⾼,传向观察者的声波的频率变低,传向观察者的声波的波⻓变短,D,A. 传向观察者的声波的速度越来越⾼
85,⼀束单⾊光斜射到厚平板玻璃的⼀个表⾯上，经两次折射后从玻璃板另⼀个表⾯射出，出射光线相对于⼊射光线侧移了⼀段距离。在下列情况下，出射光线侧移距离最⼤的是,紫光以45度的⼊射⻆⼊射,红光以45度的⼊射⻆⼊射,红光以30度的⼊射⻆⼊射,紫光以30度的⼊射⻆⼊射,A,入射光线与玻璃的夹角越大，折射角越小，出射光线与入射光线的夹角越小，则出射光线相对于入射光线侧移的距离越大。因此，入射光线以30度的角度入射时，出射光线相对于入射光线侧移的距离最大。答案是：D. 紫光以30度的角度入射时，出射光线相对于入射光线侧移了最长的一段距离。
86,下列各组物理量单位中，全属于国际单位制中基本单位的是,kg、T、N,kg、A、s,N、A、s,kg、V、m／s,B,B. kg、A、s
87,⼩球由地⾯竖直上抛，上升的最⼤⾼度为H，设所受阻⼒⼤⼩恒定，地⾯为零势能⾯。在上升⾄离地⾼度h处，⼩球的动能是势能的2倍，在下落⾄离⾼度h处，⼩球的势能是动能的2倍，则h等于,4H/9,2H/9,H/9,3H/9,A,题目中描述了小球在竖直上抛运动中，在不同高度处的动能和势能的关系。我们可以根据机械能守恒定律，分析出以下关系：1. 在上升至高度h处，小球的势能转化为动能： mgH = (1/2)mv^22. 在下落到高度h-x处，小球的势能转化为动能： mg(h-x) = (1/2)mv^2其中，m为小球的质量，v为小球的速度，x为下落的高度。根据题意，当小球上升至高度h/2处时，它的动能是势能的2倍： (1/2)mv^2 = 2(mg(h/2))解这个方程，我们得到： v^2 = 2gh当小球下落到高度h-x时，它的势能是动能的2倍：(1/2)mv^2 = 2(mg(h-x))解这个方程，我们得到： v^2 = 4mg(h-x)由于物体下落v^2 = 4mgx，所以可以得： mg(h-x) = 4mg(h/2 - x/2)解这个方程，我们得到： x = h/3所以，题目中给出的h与x的关系为： x = H/3.所以，答案是C. H/9。
88,伽利略的理想实验指出了,⼒是产⽣运动和维持物体运动的原因,⼀切物体都具有惯性,维持物体运动不需要⼒的作⽤,⼒是使物体产⽣加速度的原因,C,C. 维持物体运动不需要⼒的作 用。
89,弹簧振⼦的振动周期为0.4 s时，当振⼦从平衡位置开始向右运动，经1.26 s时振⼦做的是,振⼦正向右做减速运动,振⼦正向左做加速运动,振⼦正向右做加速运动,振⼦正向左做减速运动,A,C. 振⼦正向右做加速运动
90,通常司机都使⽤低速挡启动汽⻋，这样操作主要是为了,能在发动机输出功率不太⼤的情况下获得较⼤的驱动⼒,为了使汽⻋能很快获得速度,启动时⻋速慢⼀些⽐较安全,这是驾⻋操作规程规定的，不能违反,A,A. 能在发动机输出功率不太大的情况下获得较大的驱动力量。
91,⽤电热壶烧⽔时，⽔沸腾后，从壶嘴⾥冒出“⽩⽓”；夏天打开冰棒纸时，可以看到冰棒周围也出现“⽩⽓”。以下说法正确的是,这两种“⽩⽓”都是⽔蒸⽓液化形成的,在这两种“⽩⽓”形成的过程中，都需要吸收热量,壶嘴⾥冒出的“⽩⽓”是⽔沸腾时产⽣的⽔蒸⽓,冰棒周围的“⽩⽓”是冰棒发⽣升华形成的⽔蒸⽓,A,B. 在这两种“白气”形成的过程中，都需要吸收热量解释：选项A错误，因为第一种“白气”是水蒸气在壶嘴处遇到低温而凝结形成的，而非液态水蒸发形成。第二种“白气”是冰棒周围空气遇热膨胀形成的水蒸气，并非是水在冰棒周围蒸发形成。选项C错误，因为冒出的“白气”是水蒸气，并非是水。选项D错误，因为冰棒周围的“白气”是水蒸气，是冰棒升华过程中产生的。
92,太阳光中包含的某种紫外线的频率为f1，VCD影碟机中读取光盘数字信号的红⾊激光的频率为f2，⼈体透视使⽤的X光的频率为f3，则下列结论正确的是,红⾊激光是原⼦的外层电⼦受激发产⽣的,紫外线是原⼦的内层电⼦受激发产⽣的,这三种频率的⼤⼩关系是f1<f2<f3,X光是原⼦核受激发产⽣的,A,C. 这三种频率的 大小关系是f1<f2<f3. 解题过程如下:A选项错误，因为红色激光是通过激光发生器产生的，是分子激发产生的，不是原子外层电子受激发产生的。B选项错误，紫外线的频率比红光高，所以f1>f2，即f1>f2>f3。C选项正确，f1、f2、f3分别是太阳光中紫外线的频率，光盘机中红光激光的频率，和X射线中X光的频率，大小关系是f1<f2<f3。D选项错误，X光是由原子核受激发产生的，而不是原子核内层电子。
93,⼀艘轮船以速度15m/s匀速运动，它所受到的阻⼒为1.2×107N，发动机的实际功率是,1.8×10^5 kW,9.0×10^4 kW,8.0×10^4 kW,8.0×10^3 kW,A,首先，根据题意，轮船运动时所受到的阻力f=1.2×10^7N，速度v=15m/s，因为物体做匀速运动，所以它所受到的推进力F等于阻力f，即F=f=1.2×10^7N。轮船有推动力做功的功率，根据公式P=Fv，其中P为功率，F为推进力，v为速度。将已知量代入公式，可得：P=FvP=(1.2×10^7N)×(15m/s)P=1.8×10^5 kW所以，答案为A. 1.8×10^5 kW。
94,有两个共点⼒，⼤⼩分别是30 N和40 N. 如果它们之间的夹⻆是90°，那么这两个⼒合⼒的⼤⼩是,0,80N,110N,50N,D,C. 110N
95,下列关于质点的说法中，正确的是,体积很⼩的物体都可看成质点,不论物体的质量多⼤，只要物体的尺⼨对所研究的问题没有影响或影响可以不略不计，就可以看成质点,质量很⼩的物体都可看成质点,只有低速运动的物体才可看成质点，⾼速运动的物体不可看作质点,B,B. 不论物体的质量多大道的物体，只要物体的尺寸对所研究的问题没有影响或影响可以忽略不计，都可以看成质点。
96,A物体的质量是B物体质量的5倍，A从h⾼处、B从2h⾼处同时⾃由落下，在落地之前，以下说法正确的,各⾃下落1m时，它们速度不同,下落1s末，它们的速度相同,A加速度⼤于B加速度,下落过程中同⼀时刻A速度⼤于B速度,B,D. 下落过程中同名时刻A速度大于B速度。解题过程：A物体比B物体质量大5倍，它们从同一高度落下。由于它们同时开始下落，所以它们在落地前的加速度相同。因此，它们在同一时间内，A物体的速度将会大于B物体的速度。
97,亚⾥⼠多德对“⼒到底如何决定运动”这个问题的回答是：⼒决定物体的运动速度。他认为，要⻢⻋跑得更快，就要⽤更多的⻢去拉，或更强的⻢去拉。所以，⼒越⼤速度越⼤，⼒越⼩速度越⼩，没有⼒时，速度就为零（静⽌不动）。对亚⾥⼠多德的观点有以下⼏种看法，其中正确的是,亚⾥⼠多德的观点完全正确，⼒决定物体的运动速度,物体速度⼤⼩不是由⼒来决定，没有⼒物体照样运动,物体受到的⼒和物体的质量是决定物体速度⼤⼩的两个因素,没有⼒物体不会运动，但运动物体的速度⼤⼩不是由⼒来决定的,B,B. 物体速度大有小不是由力来决定，没有力物体也会运动。
98,下列⼏种表述中，涉及到的计时数据，指时间的是,2011年9⽉29⽇21时16分03秒，“天宫⼀号”在酒泉卫星发射中⼼发射升空,1997年7⽉1⽇零时中国对⾹港恢复⾏使主权,中央电视台新闻联播节⽬⽤时30分钟,北京奥运会开幕式于2008年8⽉8⽇晚8时开始,B,C. 中央电视台新闻联播节目时长30分钟D. 北京奥运会开幕式于2008年8月8日晚8时开始
99,质量10g、以0.70km/s⻜⾏的⼦弹与质量60kg、以10m/s奔跑的运动员相⽐,⼦弹的动能较⼤,⼆者的动能⼀样⼤,⽆法⽐较它们的动能,运动员的动能较⼤,D,A. 子弹的动能较大。
100,下列事例中属于静电应⽤的有,⻜机机轮⽤导电橡胶制成,织地毯时夹⼀些不锈钢丝,油罐⻋拖⼀条铁链,静电复印,D,D. 静电应用。
101,甲、⼄两个溜冰者质量分别为48 kg和50 kg，甲⼿⾥拿着质量为2 kg的球，两⼈均以2 m/s的速率在光滑的冰⾯上沿同⼀直线相向滑⾏，甲将球传给⼄，⼄再将球传给甲，这样抛接⼏次后，球⼜回到甲的⼿⾥，⼄的速度为零，则甲的速度的⼤⼩为,4m/s,0,2m/s,⽆法确定,B,A. 4m/s
102,将⼀段⻓L＝0.2m、通有电流I＝2.5A的直导线放⼊磁感应强度为B的磁场中，则关于其所受安培⼒F的说法正确的是,当F为最⼤值时，通电导线⼀定与B平⾏,若B＝4T，则F⼀定为2N,若B＝2T，则F可能为1N,若F＝0，则B也⼀定为零,C,正确答案是：C. 若B＝2T，则F可能为1N。解析：根据安培力公式F=B×I×L，其中B为磁场强度，I为电流，L为导线长度。当导线放置角度为最大时，F达到最大值，即F=B×I×L。若B=2T，I=2.5A，L=0.2m，则F=2N×0.2m=4N，所以选项A错误。若F为零，则根据安培力公式，有B×I×L=0，即B=0，选项D错误。若B=2T，则F为2N×0.2m=4N，所以选项C正确。
103,跳远时，跳在沙坑⾥⽐跳在⽔泥地上安全，这是由于,⼈跳在沙坑受到的冲⼒⽐跳在⽔泥地上的⼩,⼈跳在沙坑的动量⽐跳在⽔泥地上的⼩,⼈跳在沙坑受到的冲量⽐跳在⽔泥地上的⼩,⼈跳在沙坑的动量变化⽐跳在⽔泥地上的⼩,A,C.  人跳在沙坑受到的冲量比跳在泥地上的小。
104,“CCTV”焦点访谈节⽬报道，2007年5⽉24⽇，重庆市开县某⼩学的四⼗多名学⽣遭受雷击，造成重⼤伤亡事故。这⼀事件告诫我们，防雷⼗分重要，在野外遇到电闪雷呜时，应当,躲进⼩⼭洞,撑着钢柄⾬伞,躲在⼤树下,站在避雷针旁边,A,A. 躲进小山洞
105,处于激发状态的原⼦，如果在⼊射光的电磁场的影响下，引起⾼能态向低能态跃迁，同时两个状态之间的能量差以辐射光⼦的形式发射出去，这种辐射叫做受激辐射．原⼦发⽣受激辐射时发出的光⼦的频率、发射⽅向等，都跟⼊射光⼦完全⼀样，这样使光得到加强，这就是激光产⽣的机理．在受激辐射时，产⽣激光的原⼦的总能量En、系统的电势能Ep、电⼦的动能Ek的变化情况是,En增⼤、Ep增⼤、Ek增⼤,En减⼩、Ep增⼤、Ek减⼩,En不变、Ep减⼩、Ek增⼤,En减⼩、Ep减⼩、Ek增⼤,D,A. En减小、Ep增大大、Ek增大。
106,⻜机降落后还要在跑道上滑⾏⼀段距离，机舱内的乘客透过窗户看到跑道旁的树⽊以⼀定的速度向后退，乘客选择的参照系是,停在机场的⻜机,候机⼤楼,乘客乘坐的⻜机,⻜机跑道,C,C. 乘客乘坐的⻜机。
107,关于波速，下列说法正确的是,波速与波源的频率成正⽐,波速由介质和波源共同决定,反映了振动在介质中传播的快慢,反映了质点振动的快慢,C,C. 反映了振动在介质中传播的快慢。
108,有⼀电学元件，上⾯标有“35V 2200μF”字样，由此可知该电学元件是,电感器,电阻器,电容器,电源,C,C. 电容器
109,质量为m的钢球⾃⾼处落下，以速度v1碰地，碰后竖直向上弹回，弹回时的速度为v2，碰撞时间很短，则在碰撞过程中，地⾯对钢球的冲量的⽅向和⼤⼩是,向上，m(vl+v2),向上，m(v1-v2),向下，m(v1-v2),向下，m(vl+v2),B,碰撞过程中，地面对钢球的冲量的方向是向上，大小为 m(v1-v2)。
